date,price,bid,ask,vol,dollar_vol
2009-11-18,53.0301,53.03,53.04,4500.0,238635.44999999998
2009-11-19,52.283,52.3,52.41,9300.0,486231.9
2009-11-20,52.2391,52.23,52.24,1000.0,52239.1
2009-11-21,,,,,
2009-11-22,,,,,
2009-11-23,52.88,52.87,52.89,210.0,11104.800000000001
2009-11-24,52.85,52.83,52.85,250.0,13212.5
2009-11-25,53.0683,52.99,53.1,7500.0,398012.25
2009-11-26,,,,,
2009-11-27,52.27,52.25,52.26,208.0,10872.16
2009-11-28,,,,,
2009-11-29,,,,,
2009-11-30,52.44,52.43,52.46,4000.0,209760.0
2009-12-01,53.058,52.98,53.15,302591.0,16054873.278
2009-12-02,53.18,53.18,53.5,500.0,26590.0
2009-12-03,52.54,52.69,52.74,1000.0,52540.0
2009-12-04,53.1537,52.89,53.59,39200.0,2083625.04
2009-12-05,,,,,
2009-12-06,,,,,
2009-12-07,53.07,53.04,53.06,400.0,21228.0
2009-12-08,52.49,52.48,52.49,460.0,24145.4
2009-12-09,52.6662,52.66,52.74,1800.0,94799.16
2009-12-10,52.88,52.88,52.9,489.0,25858.32
2009-12-11,53.25,53.23,53.26,474.0,25240.5
2009-12-12,,,,,
2009-12-13,,,,,
2009-12-14,53.63,53.62,53.7,44297.0,2375648.1100000003
2009-12-15,53.34,53.31,53.34,523.0,27896.820000000003
2009-12-16,53.48,53.31,53.48,279.0,14920.919999999998
2009-12-17,52.77,52.74,52.76,464.0,24485.280000000002
2009-12-18,52.87,52.87,52.94,900.0,47583.0
2009-12-19,,,,,
2009-12-20,,,,,
2009-12-21,53.58,53.56,53.58,310.0,16609.8
2009-12-22,53.62,53.64,53.72,11000.0,589820.0
2009-12-23,53.6,53.33,53.99,98168.0,5261804.8
2009-12-24,53.55,53.53,53.56,400.0,21420.0
2009-12-25,,,,,
2009-12-26,,,,,
2009-12-27,,,,,
2009-12-28,53.513999999999996,53.51,53.53,400.0,21405.6
2009-12-29,53.531000000000006,53.43,53.75,150000.0,8029650.000000001
2009-12-30,53.46,53.46,53.47,135.0,7217.1
2009-12-31,53.01,52.96,53.0,1000.0,53010.0
2010-01-01,,,,,
2010-01-02,,,,,
2010-01-03,,,,,
2010-01-04,53.8074,53.57,53.94,53380.0,2872239.012
2010-01-05,54.1875,54.12,54.23,1600.0,86700.0
2010-01-06,54.277,54.23,54.3,52000.0,2822404.0
2010-01-07,54.7544,54.74,54.76,391.0,21408.9704
2010-01-08,54.75,54.8,54.94,3781.0,207009.75
2010-01-09,,,,,
2010-01-10,,,,,
2010-01-11,55.032,55.03,55.04,421.0,23168.471999999998
2010-01-12,54.49,54.49,54.51,200.0,10898.0
2010-01-13,55.0,55.0,55.02,300.0,16500.0
2010-01-14,55.08,55.08,55.09,1000.0,55080.0
2010-01-15,54.43,54.42,54.45,200.0,10886.0
2010-01-16,,,,,
2010-01-17,,,,,
2010-01-18,,,,,
2010-01-19,55.13,55.12,55.13,111.0,6119.43
2010-01-20,54.72,54.71,54.72,272.0,14883.84
2010-01-21,53.56,53.56,53.56,300.0,16068.0
2010-01-22,52.4733,52.47,52.48,504.0,26446.5432
2010-01-23,,,,,
2010-01-24,,,,,
2010-01-25,52.7337,52.73,52.74,700.0,36913.59
2010-01-26,52.46,52.46,52.47,10825.0,567879.5
2010-01-27,52.71,52.7,52.73,298.0,15707.58
2010-01-28,52.24,52.3,52.32,944.0,49314.560000000005
2010-01-29,51.89,51.8,51.89,250.0,12972.5
2010-01-30,,,,,
2010-01-31,,,,,
2010-02-01,52.63,52.62,52.63,245.0,12894.35
2010-02-02,53.37,53.32,53.4,100.0,5337.0
2010-02-03,52.9568,52.89,53.1,3200.0,169461.76
2010-02-04,51.2847,51.29,51.41,2500.0,128211.75
2010-02-05,51.369,51.15,51.33,2000.0,102738.0
2010-02-06,,,,,
2010-02-07,,,,,
2010-02-08,50.9,50.89,50.9,600.0,30540.0
2010-02-09,51.48,51.48,51.48,4000.0,205920.0
2010-02-10,51.37,51.36,51.38,300.0,15411.0
2010-02-11,51.79,51.78,51.81,2739.0,141852.81
2010-02-12,51.6411,51.49,52.14,4400.0,227220.84
2010-02-13,,,,,
2010-02-14,,,,,
2010-02-15,,,,,
2010-02-16,52.61,52.61,52.66,1000.0,52610.0
2010-02-17,52.85,52.84,52.85,258.0,13635.300000000001
2010-02-18,53.17,52.71,53.17,350.0,18609.5
2010-02-19,53.34,53.34,53.35,700.0,37338.0
2010-02-20,,,,,
2010-02-21,,,,,
2010-02-22,53.3936,53.39,53.41,171.0,9130.3056
2010-02-23,52.83,52.77,52.82,600.0,31698.0
2010-02-24,53.3967,53.39,53.4,1000.0,53396.700000000004
2010-02-25,53.26,53.26,53.29,317.0,16883.42
2010-02-26,53.26,53.28,53.36,570.0,30358.199999999997
2010-02-27,,,,,
2010-02-28,,,,,
2010-03-01,53.76,53.75,53.76,881.0,47362.56
2010-03-02,53.879,53.87,53.88,200.0,10775.8
2010-03-03,53.89,53.89,53.95,1000.0,53890.0
2010-03-04,54.1454,53.85,54.55,46000.0,2490688.4
2010-03-05,54.9309,54.79,54.9,7200.0,395502.48
2010-03-06,,,,,
2010-03-07,,,,,
2010-03-08,54.88,54.91,54.97,100.0,5488.0
2010-03-09,55.03,55.0,55.08,6138.0,337774.14
2010-03-10,55.31,55.29,55.31,200.0,11062.0
2010-03-11,55.57,55.57,55.58,468.0,26006.76
2010-03-12,55.5029,55.22,55.87,1200.0,66603.48
2010-03-13,,,,,
2010-03-14,,,,,
2010-03-15,55.48,55.31,55.86,3486.0,193403.28
2010-03-16,56.16,56.14,56.16,800.0,44928.0
2010-03-17,56.53,56.51,56.54,261.0,14754.33
2010-03-18,56.47,56.47,56.48,300.0,16941.0
2010-03-19,56.15,56.15,56.31,991.0,55644.65
2010-03-20,,,,,
2010-03-21,,,,,
2010-03-22,56.5,56.49,56.5,831.0,46951.5
2010-03-23,56.96,56.95,56.96,576.0,32808.96
2010-03-24,56.7234,56.71,56.82,28000.0,1588255.2
2010-03-25,56.4,56.04,58.52,2671.0,150644.4
2010-03-26,56.41,56.4,56.41,150.0,8461.5
2010-03-27,,,,,
2010-03-28,,,,,
2010-03-29,56.7309,56.66,56.79,2000.0,113461.8
2010-03-30,56.67,56.64,56.67,1000.0,56670.0
2010-03-31,56.45,56.45,56.46,4900.0,276605.0
2010-04-01,56.8796,56.65,57.21,46362.0,2637052.0152000003
2010-04-02,,,,,
2010-04-03,,,,,
2010-04-04,,,,,
2010-04-05,57.3762,57.31,57.41,2000.0,114752.4
2010-04-06,57.59,57.57,57.59,300.0,17277.0
2010-04-07,57.246,57.23,57.25,303.0,17345.538
2010-04-08,57.53,57.52,57.53,172.0,9895.16
2010-04-09,57.87,57.86,57.88,100.0,5787.0
2010-04-10,,,,,
2010-04-11,,,,,
2010-04-12,58.001000000000005,58.0,58.01,604.0,35032.604
2010-04-13,58.03,58.0,58.03,432.0,25068.96
2010-04-14,58.75,58.75,58.76,400.0,23500.0
2010-04-15,58.79,58.79,58.8,300.0,17637.0
2010-04-16,57.76,57.75,57.76,900.0,51984.0
2010-04-17,,,,,
2010-04-18,,,,,
2010-04-19,58.0354,58.02,58.04,1000.0,58035.4
2010-04-20,58.56,58.55,58.56,143.0,8374.08
2010-04-21,58.4163,58.41,58.42,166.0,9697.1058
2010-04-22,58.4,58.22,58.4,200.0,11680.0
2010-04-23,58.96,58.96,58.97,1000.0,58960.0
2010-04-24,,,,,
2010-04-25,,,,,
2010-04-26,58.58,58.57,58.59,1000.0,58580.0
2010-04-27,57.1016,57.14,57.25,5400.0,308348.64
2010-04-28,57.65,57.64,57.65,1000.0,57650.0
2010-04-29,58.4842,58.54,58.58,3000.0,175452.6
2010-04-30,57.56,57.52,57.56,2389.0,137510.84
2010-05-01,,,,,
2010-05-02,,,,,
2010-05-03,58.36,58.28,58.37,300.0,17508.0
2010-05-04,57.01,57.01,57.02,1000.0,57010.0
2010-05-05,56.7,56.69,56.7,597.0,33849.9
2010-05-06,54.68,53.9,54.88,500.0,27340.0
2010-05-07,54.0,53.94,54.0,2885.0,155790.0
2010-05-08,,,,,
2010-05-09,,,,,
2010-05-10,56.28,56.28,56.32,1000.0,56280.0
2010-05-11,55.6,55.63,55.85,1800.0,100080.0
2010-05-12,56.86,56.86,56.87,130.0,7391.8
2010-05-13,56.2,56.17,56.33,1386.0,77893.2
2010-05-14,55.11,55.1,55.11,190.0,10470.9
2010-05-15,,,,,
2010-05-16,,,,,
2010-05-17,55.27,55.26,55.27,993.0,54883.11
2010-05-18,54.03,53.98,54.04,400.0,21612.0
2010-05-19,54.2,54.19,54.21,1000.0,54200.0
2010-05-20,51.97,51.97,52.0,3351.0,174151.47
2010-05-21,52.89,52.89,52.9,895.0,47336.55
2010-05-22,,,,,
2010-05-23,,,,,
2010-05-24,52.1,52.08,52.1,2799.0,145827.9
2010-05-25,52.18,52.14,52.18,1655.0,86357.9
2010-05-26,51.94,51.94,51.95,668.0,34695.92
2010-05-27,53.71,53.7,53.71,114.0,6122.9400000000005
2010-05-28,52.97,52.94,52.97,400.0,21188.0
2010-05-29,,,,,
2010-05-30,,,,,
2010-05-31,,,,,
2010-06-01,52.05,52.03,52.06,2900.0,150945.0
2010-06-02,53.36,53.36,53.38,1000.0,53360.0
2010-06-03,53.44,53.44,53.45,150.0,8016.0
2010-06-04,51.53,51.52,51.53,3800.0,195814.0
2010-06-05,,,,,
2010-06-06,,,,,
2010-06-07,50.8667,50.86,50.87,1000.0,50866.700000000004
2010-06-08,51.5,51.48,51.5,1200.0,61800.0
2010-06-09,51.2413,51.14,51.29,4000.0,204965.2
2010-06-10,52.7326,52.73,52.74,260.0,13710.475999999999
2010-06-11,52.86,52.86,52.88,212.0,11206.32
2010-06-12,,,,,
2010-06-13,,,,,
2010-06-14,52.79,52.77,52.79,3224.0,170194.96
2010-06-15,53.9523,53.95,53.96,1210.0,65282.283
2010-06-16,53.86,53.85,53.86,3100.0,166966.0
2010-06-17,53.95,53.95,53.96,2500.0,134875.0
2010-06-18,54.03,54.02,54.03,258.0,13939.74
2010-06-19,,,,,
2010-06-20,,,,,
2010-06-21,53.83,53.83,53.84,1000.0,53830.0
2010-06-22,52.97,52.97,52.98,1600.0,84752.0
2010-06-23,52.49,52.49,52.5,2600.0,136474.0
2010-06-24,51.56,51.57,51.57,1995.0,102862.20000000001
2010-06-25,51.821999999999996,51.91,52.0,6300.0,326478.6
2010-06-26,,,,,
2010-06-27,,,,,
2010-06-28,51.77,51.77,51.78,416.0,21536.32
2010-06-29,50.21,50.2,50.21,611.0,30678.31
2010-06-30,49.74,49.74,49.82,300.0,14922.0
2010-07-01,49.2482,49.38,49.48,65304.0,3216104.4527999996
2010-07-02,49.15,49.15,49.16,1600.0,78640.0
2010-07-03,,,,,
2010-07-04,,,,,
2010-07-05,,,,,
2010-07-06,49.43,49.44,49.48,100.0,4943.0
2010-07-07,51.05,51.05,51.18,284.0,14498.199999999999
2010-07-08,51.52,51.5,51.53,200.0,10304.0
2010-07-09,51.94,51.95,51.98,1400.0,72716.0
2010-07-10,,,,,
2010-07-11,,,,,
2010-07-12,52.01,52.0,52.01,708.0,36823.08
2010-07-13,52.89,52.88,52.91,2100.0,111069.0
2010-07-14,52.7804,52.69,52.83,8800.0,464467.52
2010-07-15,52.85,52.83,52.85,1000.0,52850.0
2010-07-16,51.24,51.24,51.26,800.0,40992.0
2010-07-17,,,,,
2010-07-18,,,,,
2010-07-19,51.5267,51.29,51.42,2000.0,103053.4
2010-07-20,52.05,52.03,52.05,600.0,31230.0
2010-07-21,51.34,51.33,51.34,3200.0,164288.0
2010-07-22,52.51,52.5,52.51,590.0,30980.899999999998
2010-07-23,52.93,52.92,52.93,1000.0,52930.0
2010-07-24,,,,,
2010-07-25,,,,,
2010-07-26,53.7,53.69,53.7,700.0,37590.0
2010-07-27,53.736999999999995,53.72,53.8,90740.0,4876095.38
2010-07-28,53.34,53.34,53.35,3700.0,197358.0
2010-07-29,53.16,53.16,53.18,2019.0,107330.04
2010-07-30,53.19,53.18,53.19,4300.0,228717.0
2010-07-31,,,,,
2010-08-01,,,,,
2010-08-02,54.37,54.36,54.37,1997.0,108576.89
2010-08-03,54.0835,54.07,54.2,9800.0,530018.3
2010-08-04,54.36,54.35,54.36,382.0,20765.52
2010-08-05,54.248999999999995,54.24,54.25,140.0,7594.86
2010-08-06,54.01,54.0,54.15,69341.0,3745107.4099999997
2010-08-07,,,,,
2010-08-08,,,,,
2010-08-09,54.3028,54.3,54.31,370.0,20092.036
2010-08-10,54.03,54.03,54.04,1700.0,91851.0
2010-08-11,52.46,52.25,52.41,2275.0,119346.5
2010-08-12,52.27,52.27,52.29,689.0,36014.03
2010-08-13,52.13,52.12,52.13,1500.0,78195.0
2010-08-14,,,,,
2010-08-15,,,,,
2010-08-16,52.082,52.08,52.09,470.0,24478.54
2010-08-17,52.68,52.65,52.68,3373.0,177689.63999999998
2010-08-18,52.78,52.78,52.79,1303.0,68772.34
2010-08-19,51.77,51.77,51.79,2957.0,153083.89
2010-08-20,51.55,51.55,51.57,800.0,41240.0
2010-08-21,,,,,
2010-08-22,,,,,
2010-08-23,51.43,51.42,51.43,197.0,10131.71
2010-08-24,50.72,50.72,50.73,1800.0,91296.0
2010-08-25,50.91,50.85,51.02,708.0,36044.28
2010-08-26,50.5353,50.4,50.48,2900.0,146552.37
2010-08-27,51.43,51.41,51.43,700.0,36001.0
2010-08-28,,,,,
2010-08-29,,,,,
2010-08-30,51.35,50.4,50.52,8206.0,421378.10000000003
2010-08-31,50.83,50.82,50.83,1539.0,78227.37
2010-09-01,52.2674,52.26,52.27,330.0,17248.242000000002
2010-09-02,52.74,52.72,52.74,2500.0,131850.0
2010-09-03,53.38,53.39,53.41,3900.0,208182.0
2010-09-04,,,,,
2010-09-05,,,,,
2010-09-06,,,,,
2010-09-07,52.678000000000004,52.67,52.68,655.0,34504.090000000004
2010-09-08,53.02,53.01,53.03,1900.0,100738.0
2010-09-09,53.385,53.38,53.4,100.0,5338.5
2010-09-10,53.63,53.62,53.63,3900.0,209157.0
2010-09-11,,,,,
2010-09-12,,,,,
2010-09-13,54.22,54.21,54.23,854.0,46303.88
2010-09-14,54.09,54.08,54.09,2800.0,151452.0
2010-09-15,54.26,54.26,54.27,2700.0,146502.0
2010-09-16,54.17,54.16,54.18,2700.0,146259.0
2010-09-17,54.07,54.04,54.05,300.0,16221.0
2010-09-18,,,,,
2010-09-19,,,,,
2010-09-20,54.95,54.94,54.96,1600.0,87920.0
2010-09-21,54.79,54.78,54.79,296.0,16217.84
2010-09-22,54.446000000000005,54.43,54.45,183.0,9963.618
2010-09-23,53.8185,53.81,53.82,784.0,42193.704
2010-09-24,54.6,54.59,54.6,3400.0,185640.0
2010-09-25,,,,,
2010-09-26,,,,,
2010-09-27,54.28,54.28,54.29,3200.0,173696.0
2010-09-28,54.56,54.56,54.57,3400.0,185504.0
2010-09-29,54.35,54.35,54.36,2608.0,141744.80000000002
2010-09-30,54.25,54.25,54.26,2100.0,113925.0
2010-10-01,54.507,54.58,54.75,68351.0,3725607.957
2010-10-02,,,,,
2010-10-03,,,,,
2010-10-04,54.17,54.17,54.18,2200.0,119174.0
2010-10-05,55.3,55.29,55.31,5100.0,282030.0
2010-10-06,55.34,55.34,55.35,148.0,8190.320000000001
2010-10-07,55.2784,55.27,55.28,362.0,20010.7808
2010-10-08,55.5538,55.55,55.56,2000.0,111107.6
2010-10-09,,,,,
2010-10-10,,,,,
2010-10-11,55.5296,55.52,55.55,600.0,33317.76
2010-10-12,55.8538,55.85,55.86,400.0,22341.52
2010-10-13,56.0283,55.98,56.15,1600.0,89645.28
2010-10-14,55.77,55.8,55.8,1200.0,66924.0
2010-10-15,55.39,55.37,55.39,800.0,44312.0
2010-10-16,,,,,
2010-10-17,,,,,
2010-10-18,55.86,55.74,55.86,200.0,11172.0
2010-10-19,55.07,55.07,55.08,2247.0,123742.29
2010-10-20,55.68,55.68,55.69,670.0,37305.6
2010-10-21,55.7501,55.75,55.77,1327.0,73980.3827
2010-10-22,55.77,55.77,55.78,116.0,6469.320000000001
2010-10-23,,,,,
2010-10-24,,,,,
2010-10-25,55.8519,55.85,55.86,121.0,6758.0799
2010-10-26,55.85,55.82,55.84,100.0,5585.0
2010-10-27,55.71,55.71,55.72,1400.0,77994.0
2010-10-28,55.75,55.74,55.75,1050.0,58537.5
2010-10-29,55.67,55.67,55.68,2200.0,122474.0
2010-10-30,,,,,
2010-10-31,,,,,
2010-11-01,55.6,55.58,55.6,4100.0,227960.0
2010-11-02,55.91,55.9,55.91,1300.0,72683.0
2010-11-03,56.16,56.15,56.16,1500.0,84240.0
2010-11-04,57.38,57.37,57.39,300.0,17214.0
2010-11-05,57.805,57.8,57.81,225.0,13006.125
2010-11-06,,,,,
2010-11-07,,,,,
2010-11-08,57.58,57.58,57.6,2100.0,120918.0
2010-11-09,57.001000000000005,57.0,57.01,200.0,11400.2
2010-11-10,57.25,57.23,57.18,1200.0,68700.0
2010-11-11,57.09,57.09,57.1,1142.0,65196.780000000006
2010-11-12,56.54,56.54,56.55,800.0,45232.0
2010-11-13,,,,,
2010-11-14,,,,,
2010-11-15,56.51,56.51,56.53,395.0,22321.45
2010-11-16,55.73,55.67,55.72,1500.0,83595.0
2010-11-17,55.63,55.63,55.64,1278.0,71095.14
2010-11-18,56.35,56.38,56.39,200.0,11270.0
2010-11-19,56.4299,56.42,56.43,715.0,40347.3785
2010-11-20,,,,,
2010-11-21,,,,,
2010-11-22,56.2038,56.2,56.21,360.0,20233.368000000002
2010-11-23,55.43,55.43,55.44,700.0,38801.0
2010-11-24,56.038999999999994,56.03,56.04,325.0,18212.675
2010-11-25,,,,,
2010-11-26,55.61,55.51,55.61,100.0,5561.0
2010-11-27,,,,,
2010-11-28,,,,,
2010-11-29,55.72,55.7,55.71,1000.0,55720.0
2010-11-30,55.36,55.36,55.36,1900.0,105184.0
2010-12-01,56.58,56.57,56.59,2200.0,124476.0
2010-12-02,57.41,57.41,57.43,800.0,45928.0
2010-12-03,57.5714,57.5,57.66,4300.0,247557.02
2010-12-04,,,,,
2010-12-05,,,,,
2010-12-06,57.48,57.48,57.49,153.0,8794.439999999999
2010-12-07,57.59,57.59,57.62,400.0,23036.0
2010-12-08,57.93,57.9,57.92,400.0,23172.0
2010-12-09,58.26,58.25,58.27,490.0,28547.399999999998
2010-12-10,58.68,58.69,58.71,500.0,29340.0
2010-12-11,,,,,
2010-12-12,,,,,
2010-12-13,58.72,58.71,58.72,979.0,57486.88
2010-12-14,58.77,58.75,58.77,153.0,8991.810000000001
2010-12-15,58.44,58.43,58.45,2600.0,151944.0
2010-12-16,58.84,58.83,58.84,236.0,13886.240000000002
2010-12-17,58.89,58.86,58.89,1800.0,106002.0
2010-12-18,,,,,
2010-12-19,,,,,
2010-12-20,58.9188,58.92,59.06,117498.0,6922841.1624
2010-12-21,59.47,59.46,59.48,400.0,23788.0
2010-12-22,59.85,59.85,59.86,127.0,7600.95
2010-12-23,59.42,59.41,59.42,919.0,54606.98
2010-12-24,,,,,
2010-12-25,,,,,
2010-12-26,,,,,
2010-12-27,59.5262,59.52,59.53,187.0,11131.3994
2010-12-28,59.64,59.63,59.64,3900.0,232596.0
2010-12-29,59.64,59.64,59.65,2000.0,119280.0
2010-12-30,59.54,59.54,59.55,380.0,22625.2
2010-12-31,59.59,59.58,59.59,2200.0,131098.0
2011-01-01,,,,,
2011-01-02,,,,,
2011-01-03,60.32,60.32,60.33,1000.0,60320.0
2011-01-04,60.44,60.43,60.44,3900.0,235716.0
2011-01-05,60.73,60.73,60.75,300.0,18219.0
2011-01-06,60.5893,60.52,60.72,1700.0,103001.81
2011-01-07,60.472,60.47,60.48,1951.0,117980.872
2011-01-08,,,,,
2011-01-09,,,,,
2011-01-10,60.37,60.37,60.37,1100.0,66407.0
2011-01-11,60.61,60.61,60.61,375.0,22728.75
2011-01-12,61.22,61.22,61.23,285.0,17447.7
2011-01-13,61.1,61.1,61.43,2700.0,164970.0
2011-01-14,61.67,61.65,61.67,305.0,18809.350000000002
2011-01-15,,,,,
2011-01-16,,,,,
2011-01-17,,,,,
2011-01-18,61.64,61.64,61.65,2200.0,135608.0
2011-01-19,60.9,60.89,60.91,1000.0,60900.0
2011-01-20,60.85,60.82,60.85,2000.0,121700.0
2011-01-21,61.41,61.42,61.45,158.0,9702.779999999999
2011-01-22,,,,,
2011-01-23,,,,,
2011-01-24,61.63,61.61,61.63,202.0,12449.26
2011-01-25,61.65,61.64,61.65,1945.0,119909.25
2011-01-26,61.83,61.82,61.84,400.0,24732.0
2011-01-27,62.04,62.04,62.05,186.0,11539.44
2011-01-28,61.05,61.02,61.05,300.0,18315.0
2011-01-29,,,,,
2011-01-30,,,,,
2011-01-31,61.482,61.48,61.49,332.0,20412.024
2011-02-01,62.68,62.66,62.67,3900.0,244452.0
2011-02-02,62.41,62.41,62.42,1600.0,99856.0
2011-02-03,62.65,62.65,62.66,130.0,8144.5
2011-02-04,62.69,62.66,62.7,500.0,31345.0
2011-02-05,,,,,
2011-02-06,,,,,
2011-02-07,63.12,63.12,63.13,2462.0,155401.44
2011-02-08,63.4,63.39,63.4,1000.0,63400.0
2011-02-09,63.0285,63.15,63.34,1060000.0,66810210.0
2011-02-10,63.14,63.14,63.14,500.0,31570.0
2011-02-11,63.5,63.5,63.51,300.0,19050.0
2011-02-12,,,,,
2011-02-13,,,,,
2011-02-14,63.699,63.69,63.7,966.0,61533.234
2011-02-15,63.4575,63.45,63.46,200.0,12691.5
2011-02-16,63.919,63.91,63.92,118.0,7542.442
2011-02-17,64.17,64.17,64.18,1595.0,102351.15000000001
2011-02-18,64.37,64.37,64.4,500.0,32185.000000000004
2011-02-19,,,,,
2011-02-20,,,,,
2011-02-21,,,,,
2011-02-22,63.15,63.14,63.15,250.0,15787.5
2011-02-23,62.9,62.9,62.92,300.0,18870.0
2011-02-24,62.71,62.71,62.73,100.0,6271.0
2011-02-25,63.28,63.28,63.29,140.0,8859.2
2011-02-26,,,,,
2011-02-27,,,,,
2011-02-28,63.76,63.76,63.79,1400.0,89264.0
2011-03-01,62.73,62.73,62.74,462.0,28981.26
2011-03-02,62.72,62.72,62.73,474.0,29729.28
2011-03-03,63.78,63.76,63.78,300.0,19134.0
2011-03-04,63.1876,63.18,63.2,500.0,31593.800000000003
2011-03-05,,,,,
2011-03-06,,,,,
2011-03-07,62.803999999999995,62.8,62.82,477.0,29957.507999999998
2011-03-08,63.5574,63.55,63.56,893.0,56756.758200000004
2011-03-09,63.55,63.53,63.54,145.0,9214.75
2011-03-10,62.29,62.28,62.29,153.0,9530.369999999999
2011-03-11,62.73,62.72,62.73,331.0,20763.629999999997
2011-03-12,,,,,
2011-03-13,,,,,
2011-03-14,62.36,62.34,62.36,150.0,9354.0
2011-03-15,61.68,61.67,61.69,135.0,8326.8
2011-03-16,60.4924,60.47,60.5,500.0,30246.2
2011-03-17,61.4,61.25,61.4,100.0,6140.0
2011-03-18,61.77,61.74,61.76,1900.0,117363.0
2011-03-19,,,,,
2011-03-20,,,,,
2011-03-21,62.6,62.59,62.6,697.0,43632.200000000004
2011-03-22,62.37,62.37,62.38,620.0,38669.4
2011-03-23,62.45,62.44,62.45,1000.0,62450.0
2011-03-24,62.91,62.9,62.91,1825.0,114810.75
2011-03-25,62.81,62.8,62.82,1400.0,87934.0
2011-03-26,,,,,
2011-03-27,,,,,
2011-03-28,62.63,62.65,62.67,844.0,52859.72
2011-03-29,62.98,62.98,63.01,494.0,31112.12
2011-03-30,63.49,63.48,63.5,1600.0,101584.0
2011-03-31,63.32,63.3,63.33,300.0,18996.0
2011-04-01,63.6545,63.59,63.74,1800.0,114578.09999999999
2011-04-02,,,,,
2011-04-03,,,,,
2011-04-04,63.74,63.72,63.74,161.0,10262.14
2011-04-05,63.7576,63.75,63.77,118.0,7523.3967999999995
2011-04-06,64.05,64.05,64.07,171.0,10952.55
2011-04-07,63.91,63.91,63.92,1500.0,95865.0
2011-04-08,63.667,63.65,63.67,137.0,8722.379
2011-04-09,,,,,
2011-04-10,,,,,
2011-04-11,63.41,63.41,63.42,162.0,10272.42
2011-04-12,62.94,62.92,62.94,167.0,10510.98
2011-04-13,62.8,62.78,62.8,185.0,11618.0
2011-04-14,62.7817,62.78,62.8,122.0,7659.3674
2011-04-15,63.08,63.09,63.09,500.0,31540.0
2011-04-16,,,,,
2011-04-17,,,,,
2011-04-18,62.25,62.26,62.27,4000.0,249000.0
2011-04-19,62.59,62.59,62.61,700.0,43813.0
2011-04-20,63.35,63.35,63.36,371.0,23502.850000000002
2011-04-21,63.53,63.52,63.53,1575.0,100059.75
2011-04-22,,,,,
2011-04-23,,,,,
2011-04-24,,,,,
2011-04-25,63.44,63.42,63.44,308.0,19539.52
2011-04-26,64.03,64.01,64.04,130.0,8323.9
2011-04-27,64.46,64.46,64.46,750.0,48344.99999999999
2011-04-28,64.71,64.7,64.73,600.0,38825.99999999999
2011-04-29,64.88,64.88,64.9,1000.0,64879.99999999999
2011-04-30,,,,,
2011-05-01,,,,,
2011-05-02,64.69,64.68,64.69,500.0,32345.0
2011-05-03,64.49,64.47,64.49,1700.0,109632.99999999999
2011-05-04,63.99,63.99,64.01,218.0,13949.82
2011-05-05,63.32,63.32,63.34,400.0,25328.0
2011-05-06,63.593999999999994,63.59,63.61,200.0,12718.8
2011-05-07,,,,,
2011-05-08,,,,,
2011-05-09,63.81,63.81,63.83,700.0,44667.0
2011-05-10,64.37,64.37,64.39,500.0,32185.000000000004
2011-05-11,63.6532,63.65,63.66,296.0,18841.3472
2011-05-12,63.75,63.74,63.96,400.0,25500.0
2011-05-13,63.31,63.29,63.31,500.0,31655.0
2011-05-14,,,,,
2011-05-15,,,,,
2011-05-16,63.06,63.04,63.06,125.0,7882.5
2011-05-17,62.98,62.96,62.98,700.0,44086.0
2011-05-18,63.6,63.59,63.61,470.0,29892.0
2011-05-19,63.72,63.71,63.73,1600.0,101952.0
2011-05-20,63.15,63.14,63.16,500.0,31575.0
2011-05-21,,,,,
2011-05-22,,,,,
2011-05-23,62.405,62.4,62.41,9566.0,596966.23
2011-05-24,62.36,62.36,62.38,400.0,24944.0
2011-05-25,62.55,62.55,62.56,345.0,21579.75
2011-05-26,62.78,62.76,62.77,294.0,18457.32
2011-05-27,63.05,63.06,63.08,687.0,43315.35
2011-05-28,,,,,
2011-05-29,,,,,
2011-05-30,,,,,
2011-05-31,63.7,63.69,63.7,121.0,7707.700000000001
2011-06-01,62.1641,62.03,62.21,800.0,49731.28
2011-06-02,62.04,62.04,62.06,800.0,49632.0
2011-06-03,61.536,61.42,61.54,6000.0,369216.0
2011-06-04,,,,,
2011-06-05,,,,,
2011-06-06,60.78,60.75,60.78,100.0,6078.0
2011-06-07,60.69,60.68,60.7,300.0,18207.0
2011-06-08,60.49,60.49,60.5,400.0,24196.0
2011-06-09,61.01,61.01,61.03,293.0,17875.93
2011-06-10,60.24,60.24,60.26,1684.0,101444.16
2011-06-11,,,,,
2011-06-12,,,,,
2011-06-13,60.34,60.34,60.35,191.0,11524.94
2011-06-14,61.08,61.08,61.25,1100.0,67188.0
2011-06-15,59.94,59.93,59.95,500.0,29970.0
2011-06-16,60.2,60.19,60.2,400.0,24080.0
2011-06-17,60.4524,60.44,60.46,500.0,30226.199999999997
2011-06-18,,,,,
2011-06-19,,,,,
2011-06-20,60.75,60.74,60.75,1242.0,75451.5
2011-06-21,61.49100000000001,61.49,61.51,4538.0,279046.15800000005
2011-06-22,61.0799,61.07,61.08,520.0,31761.548000000003
2011-06-23,60.44,60.42,60.44,200.0,12088.0
2011-06-24,59.75,59.75,59.78,1237.0,73910.75
2011-06-25,,,,,
2011-06-26,,,,,
